timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1576764232531,9,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,1,1,http://localhost:3343/api/v1/save,9,0,1
1576764232545,8,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,1,1,http://localhost:3343/api/v1/save,8,0,0
1576764232553,15,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,1,1,http://localhost:3343/api/v1/save,15,0,0
1576764232568,5,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,1,1,http://localhost:3343/api/v1/save,5,0,0
1576764232573,8,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,1,1,http://localhost:3343/api/v1/save,8,0,0
1576764232582,17,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,17,0,0
1576764232594,18,Save API HTTP Request,200,OK,1. Save API 1-2,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,18,0,0
1576764232599,13,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,13,0,0
1576764232615,9,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,9,0,0
1576764232615,15,Save API HTTP Request,200,OK,1. Save API 1-2,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,15,0,0
1576764232624,12,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,12,0,0
1576764232630,10,Save API HTTP Request,200,OK,1. Save API 1-2,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,10,0,0
1576764232636,10,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,10,0,0
1576764232640,9,Save API HTTP Request,200,OK,1. Save API 1-2,text,true,,287,16843,2,2,http://localhost:3343/api/v1/save,9,0,0
1576764232646,31,Save API HTTP Request,200,OK,1. Save API 1-1,text,true,,287,16843,3,3,http://localhost:3343/api/v1/save,31,0,0
1576764232649,31,Save API HTTP Request,200,OK,1. Save API 1-2,text,true,,287,16843,3,3,http://localhost:3343/api/v1/save,30,0,0
